"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
273.113860884216,-0.00752837578044786
286.11838296751,-0.0146220500532883
299.74212515947,-0.0119170390184014
314.014572091712,-0.0118078858528629
328.966612328783,-0.0104796464191382
344.630605217484,-0.0100284358983538
361.040450919272,0.00663970550706965
378.231663777313,0.00106320391610636
396.241449176958,9.37048551723226E-05
415.108784065986,0.00152465000721
434.874501308891,-0.00861815527272154
455.581378057743,-0.00266240518300052
477.274228330916,0.00198033583172525
499.999999999999,-0.0031094071300882

